reviewer_id,store_name,category,store_address,latitude ,longitude,rating_count,review_time,review,rating
3031,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Fast service, food is good. Usually busy around lunch time. Modern looking with 3 floors to sit and self ordering kiosks. They sell pastries as well, which I haven't seen in other McDonald's.",4 stars
3032,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 weeks ago,Not bad,5 stars
3033,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Very good and efficient. The problem is that the third floor is always close at the hours of 7 pm till all night. And it's difficult to find a seat. I don't understand why you would build a McDonald's with a floor that you hardly used. Plus some of the security are rude to the costumers other then that service is very good,1 star
3034,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",5 years ago,Fast service but the ordering machine should be fine-tuned to be more user-friendly. There is one staff who is otherwise on standby to help guests with the machines. Dining area is clean and nicely decorated. Great views by the glass windows at the upper floors. Free Wi-Fi is pretty reliable.,4 stars
3035,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Fast service, food is good, and modern looking automated ordering kiosks on the wall. 3 floors to sit down and eat and I was surprised how decently clean it was when my friends and I visited here. Not sure if it is this clean on a daily basis, however",4 stars
3036,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,I don't do McDonald's a lot but this place was okay. They need to stay on the cleanliness and the dining room. Also check the calibration of the sodas constantly because the Sprite tasted like seltzer. They fixed it while I was there though.,3 stars
3037,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",9 years ago,"Not everything is offered at this location since I believe it's an ""express"" of sorts. Straight away, you will notice how crowded this place is since it's a pretty narrow space. Once orders are put in, you never really know where to stand to wait for your food. The staff are nice enough though and the time your food takes to come out can vary widely. There is additional seating upstairs which I personally have not been to and this seems more like a hot spot to just order takeout anyway.",3 stars
3038,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,I did my order through the phone probably waited like 5 or 10 minutes mostly my fault for making the order as I was walking in so I understand the wait. Everything was there which I greatly appreciate.,5 stars
3039,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",2 years ago,"The place is kept clean and its ""
Just your basic ""mickey d""s"". If youre so inclined theres more to this location other than burgers and fries...huge homeless population...caution is also on the menu. Its free.",3 stars
3040,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",7 months ago,The restaurant clean Covin 19 precaution was recognized by management,4 stars
3041,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",8 months ago,The restaurant was very clean and the ordering experience matched my expectations. My order was ready in minutes and was exactly how I ordered it.,5 stars
3042,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Speedy service but very rude employee she must have been frustrated but. No need for that glad I never really have to go there again,4 stars
3043,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,I would definitely recommend the McDonald's Application because you get your coffee,5 stars
3044,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"This McDonald's is terrible. I ordered Sprite and they gave me something that is like 10% Sprite and 90% water (I know the taste because I made the same mistake when I was young). Not only did this happen to me, it happened to another customer. Would not recommend.",1 star
3045,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",6 years ago,Place was clean and nice.....service was fast.,3 stars
3046,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",5 years ago,"With today's day and age a change will come quoted from a great leader, troubles you might face turn your head to it. New place but remember I haven't did any thing you didn't want already happened, coffee and cookie any one they got meals too. And of course fast service, I hope.",3 stars
3047,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Good but credit card machines broken, lack of ketchup or napkins in my to go bag and lack of seating. Coffee was NOT hot or made by more order specs. 15/hr.....they should step up they're game.",3 stars
3048,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"Never have I ever seen an employee THAT lost for real, and I used to work at McDonalds so I saw some madness but here... We were there at 9pm today in case any manager wants to speak with the girl I had to deal with (she is wearing glasses and was the one delivering the orders). We ordered 2 menus, 2 shakes and a sundae. The waiting wasnt long at all. She calls us and give us the sundae then move along. Im waiting and she looks at me like what are you waiting for?, well, the rest of my order Becky, i didnt pay 30 for a sundae.
So she sigh realising there was when you are in a hurry don",1 star
3049,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",2 years ago,"I love me some McDonald's, but I was saddened with how cold my food was... & you know you can't just throw fastfood frenchfries in the microwave or oven. THEY WERE BUSY TOO- so you would think everything was coming out hot. Sadly, that was not the case. My double-quarterpounder, fries & 4 piece chicken nuggets were all BARELY luke warm.",3 stars
3050,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Wanted a nice quiet breakfast, there was a giant inflatable rat right out the window. 10/10",5 stars
3051,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Customer service was pretty good, fast professional & efficient!! As for the breakfast order I made.. it left MUCH to be desired. It was a value meal with bagel, egg, cheese, coffee & hash brown. The bagel with egg would've been fine alone.. What ruined it for me was the 2 layers on the sandwich of what was supposed to be the ""cheese"".. it was vile!! The ""cheese"" tasted like Cheez Wiz which I TOTALLY despise. To salvage as much of the sandwich as I could.. I scraped off the ""cheese"".",3 stars
3052,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",5 years ago,"Got here in the wee hours and found this place very clean, quiet and the staff was courteous. I ordered breakfast and asked for it to be fresh and hot. Glad it was made to order, palatable, and hot. I loved being there on W 34th St, Manhattan.",5 stars
3053,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",9 months ago,It wasn't busy. I was attended to quick. Food was good,5 stars
3054,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Say what you want about McDonald's, but this location has it figured out! I really hate that I forgot to take pictures for you guys, but go here! They have order kiosks and you can have your food brought to you by one of the staff.
Something that doesn't happen often with McDonald's, but this location really was clean. There was a modern aesthetic to it, along with the pastries (never seen at anothr McDonald's).
The food did take a while but considering the wait volume (-20/30) people, I can understand.
Overall, this is a great place for cheap food to go and to stay. If you're not specific about the way you like your food, order at the kiosk (get a table marker) and go on upstairs and find yourself a table.",5 stars
3055,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,The early morning staff is very courteous. My big complaint is the non payors that come in and decide the downstairs seating area should be their sleeping space and a place where they should put all their belongings on.,3 stars
3056,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,"Took forever to get a simple cup of coffee. They seemed totally unprepared for the amount of customers, all while in a prime location that must always have a lot of customers. 7th ave & 34th St, NYC.",1 star
3057,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",2 years ago,Its good if you like a McDonald's burger.,3 stars
3058,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"NEVER GO HERE - HORRIBLE SERVICE. They're always rude!!! Either they're RACIST or just plain rude. I asked for a paper bag 3 times and the two Spanish ladies ignored me despite making eye contact. The one at the pick up counter gave a little nod then walked away even though the paper bags were right next to her!! Then I went to the cashier and she just gave me a blank look and motioned to the pick-up counter without saying a word. Then I told the girl yet again, that I need a paper bag please and she just gave me a dumbfounded look with a twang of annoyance and walked away and then fave out more orders. They were just so rude and every other time I've been there! They were all Spanish and maybe don't like Asians but they're horrible people and I never want to go to this location ever again!!!",1 star
3059,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"The staff decided that there were no longer any mcflurries, after they prepared 2 sundaes and a milk shake . Suddenly the icecream machine was broken. A Spanish speaking customer after me was then able to order not only a milkshake but3 mcflurries. When I inquired about it I was told that it was now fixed although no one has gone near the machine during the time since I was denied IN ENGLISH. I then stepped outside to get my friends and tell them our food was ready, they took the tray and headed up while I put our other friend in an Uber. When I came back in security who had just been no more then 5 feet from me while I ordered, paid, and received my food, made someone come down to confirm that I was a paying customer. If only the counter staff was as particular as the security guard.
I won't be coming back here again, at least until my Spanish is better",1 star
3060,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,"With this MacDonalds you get your food faster from actually ordering at the register with a ""person"" vs using the kiosk",5 stars
3061,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",11 months ago,"Dirty, very dirty. Absolutely disgusting. Staff kicking off food from the floor instead of cleaning it.",1 star
3062,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Horrible rude staff. One girl in particular. Honestly don't know how she is there.food was fine, plenty of seating, clean but would never go here again. Definitely would not recommend because of her attitude.",1 star
3063,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Shamrock shakes are the best! Why can't they serve them all year?! The vanilla soft serve cones are great too, and a really good price. The yummiest thing is to dip your French fries in your shake. I've been coming to McDonalds since I was a kid, and it's still as good... and I'm still as excited to go there as always. Thank you for staying the same.",5 stars
3064,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,I like that there were 3 levels to this McDonald's. They also have a security guard that you have to show your receipt to to get upstairs. That should keep alot of people out that are just hanging out using seats and not eating. The food was typical of most McDonald's.,5 stars
3065,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,This is the worst mc donalds ever. The employees are very rude. I ordered the cheese sauce and they did not have it in stock. Therefore I asked why they did not have it and that I paid 40 cents for it. Then they said to each other,1 star
3066,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"They disabled the order kiosks by taking away all the number tents and requiring them. Then i get in a line, which is designed to handle the overflow, not the whole store... 2 cashiers and 25 people. Nice long wait. Then, they didn't give my mcflurry a mix at all. If i wanted a cup of vanilla ice cream with oreo topping, i wouldn't have ordered a mcflurry.",2 stars
3067,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,"The food was cold, I couldn't sit in the restaurant to eat it and the service was slow. Not to mention overpriced for what they gave me.",2 stars
3068,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Went there two days in a row. First day tried using the mcdonald's deals. There wasn't a scanner so worker had to type it in. Said that the deal was only for a free small soft drink and not a small orange juice. It states what's free in the app. Went back today and used a kiosk. Scanner deal from my phone and the thing froze. This place seems not to except deals at all shame.,3 stars
3069,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"American food in the midst of Chinatown. Reasonable seating but prices were a bit high. It's NYC you might say, but it's just a hamburger I would say. However, several in our group noted that the burgers",4 stars
3070,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Known food at good price. Clean areas. Not crowded.,5 stars
3071,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 months ago,Restrooms weren't available.,2 stars
3072,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"food was good, i was particularly impressed by the self order service, where i can choose what i want, pay and then just go to pickup, almost like delivery in a way. 4 stars because the staff are a little rough.",4 stars
3073,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,I had a better experience here at this McDonald's.. they greeted me with kindness asked me how was my day.. and offered me a courtesy meal. Without me asking.. I am grateful and they put this cool note of gratitude from MCDONALD'S,5 stars
3074,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,"The big chicken sandwiches it's not what you see in the commercial on TV not crunchy at all ! chopped up lettuce wilted and small thin slice of tomatoe not fresh,not enjoyable at all!",1 star
3075,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,"Ordered a large smoothie and this guy gave it to me half full, and the guy was rude and when I told him to full it for me he fill it up wit ice no flavor",1 star
3076,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",6 years ago,"Great coffee in the morning for only a buck any size anyway. Love it, the best coffee! Food is scrumptious especially anything on the menu but for me the breakfast is my favorite!",4 stars
3077,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,A very busy McDonald's! Whay under staffed! One young man seemed to be doing all the work involving the food. While they left a inexperienced young lad on the register. She told me my daughter could not have a Dr. Pepper cause it was not a drink choice for the cheeseburger meal. This sounded absurd so when I asked her to explain this she told me no we are just out of it. She was supper sweet and at this point I came to realize only her and the other young man were the only 2 working. As the manager sat there holding a mop and did literally nothing for 20 min. So many McDonald's in NYC and this one was in all Honesty just AWFUL!!,2 stars
3078,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"As far as a McDonald's goes, it gets 5 stars for being clean and having quick service as well as surprisingly adequate seating. I have not given this location a rating based upon my opinion of McDonald's in general.",5 stars
3079,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",10 months ago,Slow service the self order kisoks were broken and the restaurant was filthy.,1 star
3080,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"I went on last Wednesday and the automatic machines didn't work for ordering inside. The place was full, too tight for people that were there eating. Apart from this good and quick service.",4 stars
3081,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"Terrible service.
I came into the store and bought my dinner at 9pm. I sit there for 1 hour and then the staff came to me and asked me to leave. I thought that the store might be closing so I left. However, after I came out, I noticed that this is a 24 hour store. I bought food and no one else was waiting for a table. There was no reason for letting me out. The staff was rude!!!",1 star
3082,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"First time I came here was okay but then I came again and Im waiting for fries for more than 10 minutes... I understand that if Im waiting for fresh, hot fries but it does not tak",1 star
3083,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",6 months ago,Fast but not fast enough to get the homeless out,3 stars
3084,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",10 months ago,My quarter pounder didn,1 star
3085,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"The meal was as good as Mc Donald's can prepare. The store though , being located across the street from Penn Station one would expect a store size suitable for travelers with bags. This was not the case and the wifi was non existent.",3 stars
3086,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,The slowest place I have ever been to. People where not nice at all and after we waited an hour they still didn't give us all we ordered. Pick a different place!,1 star
3087,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Its pretty much yhe same as most mcdonalds in the city..least this one is kept clean .only unpleasant sights are all the homeless dirtbags and all the drug addicts that hang around in front and beg for money indide just walk right up to people while their eating ask for money beg for your food..other then that pretty good for a coty McDonalds....,2 stars
3088,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"I don't know if I'm like from the 20th century, but this McDonald's is super high-tech. This McDonald consists of three floors. The main floor is what you walk on to, it's the second floor. Most of the seating is on the third floor, I didn't go up to it just because I had an ankle problem and unfortunately the elevator was out. The basement, and area you can't get to it, is where the girl is it so fancy contrapment takes your food from the grill to the second floor where you order. I just thought that was cool while I was waiting around for my food. They have about six self-serving machines that are in front of the restaurant. But if you want to speak to a human you can just walk past that to the two registers they have",5 stars
3089,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",11 months ago,It's not the same good tasting food like the 60s70s and 80s it's garbage now except for some of the breakfast food,1 star
3090,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 months ago,Fast. Service,3 stars
3091,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",10 months ago,I had to wait 20 minutes for a singular order of fries.,3 stars
3092,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,amazing. heavenly like it always is. i ate on the third floor with my family and it was very tasty. loved it a lot,5 stars
3093,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",10 months ago,Fast service always very busy sitting areas are always packed,3 stars
3094,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Extremely slow, store was relatively clean thou, but can't understand why they kept skiping orders and took like 20 mins to prepare a slushy, ah don't forget to ask for napkins, they don't give them and takes forever to attend you if you go back to ask for them",3 stars
3095,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,"Waited too long for a regular order, if I didn't check, smoothies not in the bag, store is unorganized!",3 stars
3096,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"Good fast food as expected :) I just don't like the fact the pickup panel is not used, need to keep hearing the ladies calling your number.",4 stars
3097,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",5 years ago,On McDonalds I've ever been to that has a security guard. Does not let you pee before you order. Other than that the place is clean and fine.,2 stars
3098,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Just bad service wasn't busy but the food took 15-20 mins,2 stars
3099,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",6 years ago,"McDonald's food is usually the same everywhere I go. Yay fastfood. I went to this one during the Big Apple Comic Con 2017 weekend. They handled the con rush well. Costumes and hungry cos players can be a struggle, but the managers were right there with their employees making sure everything was ok. A homeless dude was asking for money. Kind of sucked, but they got rid of him quickly though.",4 stars
3100,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"My first time at this location I order some breakfast, my order was taken to my table and it was fast, employees really nice and helpful. I would definitely visit again and I recommended.",5 stars
3101,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,First floor appear very small but it has a lot of seatings on the upper floor. Looks like it has 3 floors. The place is clean and quick with order several self order booths.,5 stars
3102,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",5 years ago,The cashier's are welcoming and respectful. The environment is clean and neat. Smells wonderful and I would recommend this McDonald's to family and friends.,5 stars
3103,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Fast foods fast food.. Always busy here but fast and they didn't mess up my order so I guess that's good.,4 stars
3104,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Good spot to just grab a quick bite. The lines vary depending on the time of day especially given the pandemic.,4 stars
3105,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"(UPDATE)
I did my complaint thought mc Donald's website and they call me. I have my food back and a letter with apologies with a meal card....MC Donalds costumer service surprise me! Thank you for answering... That's the way... ordered Two Sausage MC Muffins and one small coffee...after almost 10 min I had to fly out the local because I was missing my 1.17am train (next is 3.30) After I told the cashier my situation I requested refund but she needed authorisation from some one who was cooking on the top floor! Mama Mia! I left running with my ticket with no food or coffee. How I get my order now...Because I payed for it!",5 stars
3106,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,"For as long as I can remember, Macdonalds has been the best fast-food chain. It always hits the craving spot.",5 stars
3107,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,Horrible staff i was forced to hurry up and eat by security so someone else could eat comfortably without being bothered i spent my hard earned money in there i should be able to take my time to eat.,1 star
3108,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Very poor customer service, rude staff, and we paid for a burger and fries that did not come and the manager did not believed we didn't receive it even with the receipts.. I've never seen anything like it before",1 star
3109,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Clean friendly like environment n very spaceious w view.They served the food!! At your convenience!! Eat there every morning!! N very like a classy restaurant!!!,5 stars
3110,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,The employees where very kind n tge store was clean the whole experience was pleasant the one thing wrong was they didn't have the third floor open so limited space n someone left so we could sit down they should of had tge third floor open.,4 stars
3111,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Clean and brightly lit. Multiple levels of seating, but was quite crowded. . Order fulfillment was super fast thanks to the app.",5 stars
3112,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",2 years ago,this McDonalds has served me well. the best place in town to get angry in a,5 stars
3113,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"The store is up to date very small and with exception of a few the staff sucks. The few taking orders cool, the people getting the food the worst! Period!!!",2 stars
3114,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",2 years ago,"I ordered 2 cheeseburgers with no onions and they gave me two hamburgers with onions I went back for them to fix it, I waited 20 minutes and they gave me the exact same thing",1 star
3115,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,Clean restaurant. Amiable staff. The food should have been hotter.,4 stars
3116,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Its ok could be better i say its just to many homeless people dine un n have a bad smell of sweat n people get high in bathroom n leave needle n bags of drugs on floor dirty at time smell homeless people askin for money harass people who eat in McDonalds,2 stars
3117,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"I waited 12 minutes for a cappuccino, I asked them about it and they forgot my cup on another counter. The coffee was cold and took way too long, but I didn't get any compensation for it. The kiosks where all busy for several minutes. Not recommended if you're in a hurry.",1 star
3118,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"We had to ask for our order because people before us were getting served, and there were employees in the back cursing and being loud with each other. Very uncomfortable experience",2 stars
3119,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",5 years ago,"its at the subway station so don't go looking for it outside... i did that mistake... in case you reach the place and dont see it.. look for the nearest entry to subway station and you will see the joint there
hit",5 stars
3120,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",9 months ago,"very friendly employee, good customer service",5 stars
3121,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,Worst customer service !! Cashiers were so rude. Altercation broke out and cops had to get involved. Supposed supervisor was at scene but was unable to help situation. Whenever visiting nyc. NEVER VISIT THIS MCDS !!!!,1 star
3122,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",7 years ago,The service at the counter was nice. But there's an old man that acts like the 2nd floor VIP bouncer was very aggressive and off-putting.,2 stars
3123,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",6 years ago,The Security Guy wasn't polite with me he Screening ! Bad words ...,1 star
3124,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",10 months ago,Waited 30 minutes for food did got any real apologize.,2 stars
3125,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"Filthy location, garbage on the seating and tables with grease and mold on floor corners. we walked out because I can't image how it looks like in the kitchen & food preparation area.",2 stars
3126,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,"Unlike the methdonalds a block away on 8th ave & 36th, this is the poshdonalds. When you order, you get a little plastic table stand with a number. There is a velvet rope to get upstairs to the seating area (ok, maybe not velvet) that the man standing there pulls back for you when he sees you're holding a table stand.",5 stars
3127,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",2 years ago,Over crowed security want u to stand where there is no space never enough workers the attitudes from the guy in the blue uniform horrible no manners a whole jerk I come everyday spending 28 drinks done b4 food why the doorman is the greatest,2 stars
3128,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",9 months ago,"Me and my daughter had lunch, and loved it.",5 stars
3129,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",4 years ago,I don't eat McDonald's but my grandson liked this place especially the upstairs dining area. I was a little disappointed with the wait time but most of the employees were kind.,4 stars
3130,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",a year ago,DO NOT DO MOBILE ORDER HERE! They will take your money and dont receive any order from the mobile app.,1 star
3131,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",6 months ago,This is not intended to be fine dining.,4 stars
3132,McDonald's,Fast food restaurant,"429 7th Ave, New York, NY 10001, United States",40.7505058,-73.990583,"2,052",3 years ago,"City is busy and this McDonald's is no exception, but the order was done Fast! Got a table and was able to enjoy my meal.",4 stars
